Age,Education,Marital_Status,Income,Kidhome,Teenhome,AmntWines,AmntFruits,AmntMeatProducts,AmntFishProducts,AmntSweetProducts,AmntGoldProds,Country,Income_groups,age_range,AmntAll,ClusterId
51,Graduation,Single,20587,1,0,2,3,6,4,1,9,CAN,20k-40k,45-55,25,0
51,Graduation,Single,20587,1,0,2,3,6,4,1,9,CAN,20k-40k,45-55,25,0
45,PhD,Together,52190,1,1,42,0,17,0,0,18,ZAF,40k-60k,35-45,77,1
47,Graduation,Together,48186,1,0,97,3,66,12,7,34,RUS,40k-60k,45-55,219,1
53,Graduation,Married,19329,1,0,24,1,16,12,2,5,CAN,0-20k,45-55,60,0
50,Master,Married,34109,0,1,9,1,5,2,1,4,AUS,20k-40k,45-55,22,1
35,Graduation,Married,23477,1,0,38,15,54,3,8,29,RUS,20k-40k,25-35,147,0
55,PhD,Together,47472,1,1,56,0,11,0,0,8,RUS,40k-60k,45-55,75,1
45,PhD,Divorced,14849,1,0,21,2,28,3,2,9,RUS,0-20k,35-45,65,0
43,2n Cycle,Married,26224,1,0,4,7,15,13,9,15,RUS,20k-40k,35-45,63,0
59,PhD,Single,27238,1,1,37,0,17,0,0,3,RUS,20k-40k,55-65,57,0
51,Master,Together,52291,0,1,187,5,65,26,20,14,USA,40k-60k,45-55,317,1
59,Graduation,Single,57967,0,1,229,7,137,4,0,91,IND,40k-60k,55-65,468,3
72,PhD,Widow,51569,0,1,380,0,47,6,0,34,RUS,40k-60k,65+,467,1
67,PhD,Married,72550,1,1,826,50,317,50,38,38,AUS,60k-80k,65+,1319,3
51,Master,Married,44511,1,0,513,7,133,46,14,14,AUS,40k-60k,45-55,727,1
66,2n Cycle,Married,62972,0,1,313,15,47,20,0,192,RUS,60k-80k,65+,587,3
66,2n Cycle,Married,62972,0,1,313,15,47,20,0,192,RUS,60k-80k,65+,587,3
32,PhD,Together,77845,0,0,760,40,480,0,40,26,USA,60k-80k,25-35,1346,2
46,PhD,Married,36663,1,0,18,0,6,3,3,5,ZAF,20k-40k,45-55,35,1
45,Master,Married,53204,1,1,29,0,8,2,0,6,DEU,40k-60k,35-45,45,1
39,Master,Married,21059,1,0,8,3,19,3,3,8,RUS,20k-40k,35-45,44,0
68,Master,Married,67087,0,1,329,35,222,130,35,43,AUS,60k-80k,65+,794,3
68,Graduation,Single,73892,0,0,703,102,601,0,58,43,CAN,60k-80k,65+,1507,2
29,Graduation,Together,75114,0,0,571,12,523,63,60,24,ZAF,60k-80k,25-35,1253,2
73,Graduation,Married,42192,0,0,40,15,15,17,6,7,AUS,40k-60k,65+,100,1
61,Graduation,Married,31454,1,1,28,0,11,0,0,9,RUS,20k-40k,55-65,48,0
43,Graduation,Together,22775,1,0,5,1,8,0,0,1,ZAF,20k-40k,35-45,15,0
43,Graduation,Together,22775,1,0,5,1,8,0,0,1,IND,20k-40k,35-45,15,0
49,Graduation,Together,31590,1,0,6,2,15,6,6,3,CAN,20k-40k,45-55,38,0
49,Graduation,Married,80134,1,0,1218,16,272,104,0,80,ZAF,80k-100k,45-55,1690,2
49,Graduation,Married,80134,1,0,1218,16,272,104,0,80,AUS,80k-100k,45-55,1690,2
49,Basic,Married,14188,0,0,2,7,11,16,12,27,DEU,0-20k,45-55,75,0
36,PhD,Married,18169,1,0,9,0,5,0,0,7,RUS,0-20k,35-45,21,0
65,Graduation,Married,62503,0,1,478,0,193,110,75,117,RUS,60k-80k,55-65,973,3
67,Graduation,Married,46734,0,1,110,5,137,26,23,29,RUS,40k-60k,65+,330,1
30,PhD,Single,68126,0,0,1332,17,311,23,51,86,CAN,60k-80k,25-35,1820,3
67,PhD,Married,52869,1,1,84,3,61,2,1,21,ZAF,40k-60k,65+,172,1
35,Graduation,Single,26576,1,0,10,0,8,0,0,9,RUS,20k-40k,25-35,27,0
45,Graduation,Single,75825,0,0,1032,105,779,137,105,51,DEU,60k-80k,35-45,2209,2
71,Graduation,Married,57045,0,1,296,13,104,11,13,17,AUS,40k-60k,65+,454,3
46,2n Cycle,Together,34984,1,1,8,4,15,3,5,3,RUS,20k-40k,45-55,38,1
48,Graduation,Married,27803,1,0,8,26,46,38,9,49,AUS,20k-40k,45-55,176,0
46,PhD,Married,69283,0,1,674,62,134,0,26,8,IND,60k-80k,45-55,904,3
29,Basic,Single,18746,1,0,2,10,11,12,9,20,RUS,0-20k,25-35,64,0
56,2n Cycle,Married,70924,0,0,635,114,254,132,152,76,RUS,60k-80k,55-65,1363,3
56,2n Cycle,Married,70924,0,0,635,114,254,132,152,76,RUS,60k-80k,55-65,1363,3
48,2n Cycle,Together,69401,0,1,399,27,159,58,8,39,DEU,60k-80k,45-55,690,3
45,Master,Divorced,75012,0,0,294,142,218,164,58,151,AUS,60k-80k,35-45,1027,2
43,Master,Together,85738,0,0,913,26,376,17,26,13,RUS,80k-100k,35-45,1371,2
46,Graduation,Together,60934,0,1,224,155,155,192,93,54,CAN,60k-80k,45-55,873,3
35,Master,Married,27161,1,0,7,4,23,7,0,11,ZAF,20k-40k,25-35,52,0
60,PhD,Divorced,64325,0,1,731,60,353,78,12,73,RUS,60k-80k,55-65,1307,3
48,Basic,Married,18978,1,0,2,8,1,4,7,15,RUS,0-20k,45-55,37,0
44,Graduation,Married,41124,1,0,281,7,84,15,0,119,RUS,40k-60k,35-45,506,1
37,PhD,Single,39684,1,0,19,0,35,6,4,17,RUS,20k-40k,35-45,81,1
58,PhD,Married,53378,1,1,489,6,152,8,6,132,RUS,40k-60k,55-65,793,1
39,Graduation,Married,37040,0,0,86,2,73,69,38,48,USA,20k-40k,35-45,316,1
44,Master,Married,78710,0,1,721,0,152,119,50,50,RUS,60k-80k,35-45,1092,2
35,Graduation,Married,92910,0,0,551,137,792,179,103,33,RUS,80k-100k,25-35,1795,2
45,Graduation,Together,36283,1,1,6,5,5,8,0,5,CAN,20k-40k,35-45,29,1
47,PhD,Together,79632,0,0,471,0,510,99,21,12,ZAF,60k-80k,45-55,1113,2
43,Graduation,Together,28587,1,0,22,4,17,12,10,13,RUS,20k-40k,35-45,78,0
40,Graduation,Together,88325,0,0,519,71,860,93,27,53,IND,80k-100k,35-45,1623,2
63,Master,Married,51412,0,1,140,3,29,4,5,14,RUS,40k-60k,55-65,195,1
69,2n Cycle,Divorced,63998,0,0,176,29,818,0,33,112,RUS,60k-80k,65+,1168,3
43,2n Cycle,Single,38593,1,0,51,12,49,17,24,24,RUS,20k-40k,35-45,177,1
44,Master,Married,27889,1,0,14,0,4,0,0,8,AUS,20k-40k,35-45,26,0
41,2n Cycle,Single,45889,0,1,31,0,6,0,1,8,CAN,40k-60k,35-45,46,1
54,PhD,Together,56575,0,2,421,5,90,0,16,10,CAN,40k-60k,45-55,542,3
42,Basic,Single,16014,1,1,3,9,4,7,8,7,RUS,0-20k,35-45,38,0
45,Master,Single,70893,0,0,768,44,561,77,44,14,RUS,60k-80k,35-45,1508,3
42,Graduation,Married,2447,1,0,1,1,1725,1,1,1,USA,0-20k,35-45,1730,0
64,Graduation,Single,64849,0,0,652,48,350,94,84,108,RUS,60k-80k,55-65,1336,3
32,Graduation,Married,42387,1,0,235,0,235,19,4,191,RUS,40k-60k,25-35,684,1
26,2n Cycle,Single,80617,0,0,594,51,631,72,55,32,IND,80k-100k,25-35,1435,2
36,Graduation,Together,54006,1,0,174,77,203,6,24,97,RUS,40k-60k,35-45,581,3
43,Graduation,Together,16531,1,0,2,13,6,7,5,11,CAN,0-20k,35-45,44,0
55,PhD,Together,30843,1,1,24,0,2,0,0,9,IND,20k-40k,45-55,35,0
37,PhD,Married,18988,1,0,6,0,6,2,1,1,AUS,0-20k,35-45,16,0
56,PhD,Married,81051,0,0,1142,29,249,38,29,14,RUS,80k-100k,55-65,1501,2
33,Graduation,Single,39747,1,0,80,15,93,20,13,52,ZAF,20k-40k,25-35,273,1
62,PhD,Single,34554,0,1,41,1,6,2,0,5,CAN,20k-40k,55-65,55,1
62,PhD,Married,52854,1,1,105,0,10,0,1,0,ZAF,40k-60k,55-65,116,1
51,Graduation,Together,81205,0,0,724,74,929,97,55,130,IND,80k-100k,45-55,2009,2
51,PhD,Married,69084,1,0,1181,107,199,39,30,30,RUS,60k-80k,45-55,1586,3
51,PhD,Married,69084,1,0,1181,107,199,39,30,30,RUS,60k-80k,45-55,1586,3
47,PhD,Married,65352,0,1,284,3,84,4,7,23,ZAF,60k-80k,45-55,405,3
49,Graduation,Married,22063,1,0,7,10,13,3,11,11,CAN,20k-40k,45-55,55,0
42,Graduation,Single,47691,0,1,14,0,3,0,0,4,RUS,40k-60k,35-45,21,1
53,PhD,Married,29187,1,0,26,0,6,0,0,2,RUS,20k-40k,45-55,34,0
49,Graduation,Single,72504,0,1,604,26,470,123,161,94,CAN,60k-80k,45-55,1478,3
51,Graduation,Divorced,33986,1,0,16,2,18,2,1,5,RUS,20k-40k,45-55,44,1
35,Master,Together,42386,1,0,65,4,16,0,4,11,ZAF,40k-60k,25-35,100,1
35,Master,Together,42386,1,0,65,4,16,0,4,11,IND,40k-60k,25-35,100,1
68,PhD,Divorced,36957,1,1,100,2,16,2,1,31,AUS,20k-40k,65+,152,1
33,Basic,Together,13724,1,0,2,7,5,2,15,27,ZAF,0-20k,25-35,58,0
54,Graduation,Married,42664,0,1,21,0,3,0,0,0,RUS,40k-60k,45-55,24,1
63,PhD,Together,37334,1,1,26,1,16,2,2,15,RUS,20k-40k,55-65,62,1
70,2n Cycle,Married,78497,0,0,207,26,447,75,0,223,CAN,60k-80k,65+,978,2
70,2n Cycle,Married,78497,0,0,207,26,447,75,0,223,IND,60k-80k,65+,978,2
65,2n Cycle,Together,58821,0,1,513,14,154,19,0,28,ZAF,40k-60k,55-65,728,3
68,Graduation,Together,58398,0,0,299,5,201,21,21,49,AUS,40k-60k,65+,596,3
60,Master,Married,80950,0,0,525,147,112,219,147,63,ZAF,80k-100k,55-65,1213,2
41,PhD,Married,30732,1,0,155,1,25,0,1,3,ZAF,20k-40k,35-45,185,0
55,2n Cycle,Single,89572,0,0,606,24,974,197,194,64,RUS,80k-100k,45-55,2059,2
53,Graduation,Single,57107,0,1,159,0,120,0,0,137,RUS,40k-60k,45-55,416,3
51,Graduation,Single,76467,1,0,676,161,426,210,44,58,USA,60k-80k,45-55,1575,2
64,Graduation,Single,75000,1,1,7,0,8,2,0,1,DEU,60k-80k,55-65,18,2
73,Graduation,Together,51315,0,0,68,28,39,16,30,41,AUS,40k-60k,65+,222,1
55,Graduation,Single,43602,1,1,19,5,12,10,3,19,ZAF,40k-60k,45-55,68,1
43,Graduation,Single,38643,1,1,22,2,14,0,1,10,RUS,20k-40k,35-45,49,1
70,Graduation,Single,49090,0,1,494,5,82,7,0,100,RUS,40k-60k,65+,688,1
51,Graduation,Married,70617,0,0,353,61,753,40,46,27,RUS,60k-80k,45-55,1280,3
51,PhD,Married,67536,0,1,1253,0,447,23,71,35,ZAF,60k-80k,45-55,1829,3
46,Graduation,Married,27573,1,0,50,15,110,39,15,15,RUS,20k-40k,45-55,244,0
42,2n Cycle,Divorced,13533,1,0,12,3,8,8,0,17,RUS,0-20k,35-45,48,0
68,Graduation,Married,50725,0,1,443,10,75,0,10,48,CAN,40k-60k,65+,586,1
43,Graduation,Together,25851,1,0,9,4,18,7,5,5,AUS,20k-40k,35-45,48,0
43,Graduation,Married,57113,1,1,182,4,33,0,2,42,RUS,40k-60k,35-45,263,3
76,Master,Together,62847,0,0,521,168,706,80,76,61,CAN,60k-80k,65+,1612,3
39,Graduation,Single,68627,0,0,395,15,263,60,54,38,ZAF,60k-80k,35-45,825,3
38,Graduation,Married,25271,1,0,10,1,18,10,4,7,IND,20k-40k,35-45,50,0
55,Graduation,Single,63810,0,1,977,12,253,16,12,101,RUS,60k-80k,45-55,1371,3
55,Graduation,Single,63810,0,1,977,12,253,16,12,101,DEU,60k-80k,45-55,1371,3
63,PhD,Together,65488,0,0,603,45,207,36,18,54,RUS,60k-80k,55-65,963,3
66,Master,Single,36927,1,1,51,0,16,0,0,4,USA,20k-40k,65+,71,1
44,Graduation,Married,22108,1,1,5,3,9,6,2,6,RUS,20k-40k,35-45,31,0
72,Graduation,Married,72025,0,0,967,0,617,43,50,0,AUS,60k-80k,65+,1677,3
46,Graduation,Married,33183,1,0,7,5,39,17,15,37,RUS,20k-40k,45-55,120,0
39,Master,Together,23661,1,0,18,0,4,0,0,1,ZAF,20k-40k,35-45,23,0
44,2n Cycle,Together,25315,1,0,1,9,8,11,3,22,RUS,20k-40k,35-45,54,0
60,Graduation,Single,45938,0,0,273,11,178,62,83,29,USA,40k-60k,55-65,636,1
33,Graduation,Single,66951,0,0,277,162,305,173,76,124,IND,60k-80k,25-35,1117,3
42,Graduation,Together,77298,0,1,425,115,292,23,35,79,CAN,60k-80k,35-45,969,2
42,Graduation,Together,77298,0,1,425,115,292,23,35,79,RUS,60k-80k,35-45,969,2
47,Master,Together,43018,0,1,35,4,17,7,6,64,DEU,40k-60k,45-55,133,1
52,Graduation,Married,75759,0,0,1394,22,708,89,91,182,ZAF,60k-80k,45-55,2486,2
32,PhD,Single,33996,0,0,40,2,15,8,0,6,RUS,20k-40k,25-35,71,1
32,PhD,Single,33996,0,0,40,2,15,8,0,6,ZAF,20k-40k,25-35,71,1
51,Graduation,Divorced,54137,0,1,171,0,11,0,1,20,ZAF,40k-60k,45-55,203,3
54,Graduation,Married,61223,0,1,709,43,182,42,118,247,ZAF,60k-80k,45-55,1341,3
53,PhD,Divorced,69674,0,2,554,41,215,11,0,24,ZAF,60k-80k,45-55,845,3
49,Master,Single,49494,1,0,191,9,97,0,6,82,CAN,40k-60k,45-55,385,1
59,Graduation,Together,51195,1,1,230,14,156,82,24,58,ZAF,40k-60k,55-65,564,1
46,2n Cycle,Married,37284,1,1,11,1,2,2,1,6,IND,20k-40k,45-55,23,1
46,2n Cycle,Married,37284,1,1,11,1,2,2,1,6,RUS,20k-40k,45-55,23,1
43,Graduation,Together,42011,1,0,131,0,16,2,1,39,ZAF,40k-60k,35-45,189,1
67,Graduation,Divorced,70044,0,1,1073,0,250,153,14,14,RUS,60k-80k,65+,1504,3
49,Graduation,Together,46053,1,0,56,10,92,19,7,25,DEU,40k-60k,45-55,209,1
40,Basic,Married,24480,1,0,4,19,9,28,25,17,ZAF,20k-40k,35-45,102,0
44,Graduation,Married,54233,0,1,652,8,158,21,0,142,RUS,40k-60k,35-45,981,3
67,Graduation,Single,36130,0,1,157,43,127,68,56,37,RUS,20k-40k,65+,488,1
46,PhD,Together,56559,0,1,226,22,133,41,31,31,RUS,40k-60k,45-55,484,3
29,Master,Single,92859,0,0,962,61,921,52,61,20,CAN,80k-100k,25-35,2077,2
41,Graduation,Together,44010,1,0,186,36,234,86,72,48,ZAF,40k-60k,35-45,662,1
58,Graduation,Married,80124,0,0,483,84,398,205,84,241,ZAF,80k-100k,55-65,1495,2
58,Graduation,Married,80124,0,0,483,84,398,205,84,241,RUS,80k-100k,55-65,1495,2
41,Graduation,Married,50183,1,1,97,12,84,13,10,15,ZAF,40k-60k,35-45,231,1
50,Graduation,Married,64722,1,0,303,0,280,60,147,15,RUS,60k-80k,45-55,805,3
45,PhD,Together,37395,1,0,18,0,9,0,1,11,RUS,20k-40k,35-45,39,1
53,Master,Married,29543,2,0,17,3,18,3,4,18,RUS,20k-40k,45-55,63,0
53,Graduation,Married,19514,1,1,14,3,21,2,1,28,RUS,0-20k,45-55,69,0
53,Graduation,Married,19514,1,1,14,3,21,2,1,28,RUS,0-20k,45-55,69,0
46,Graduation,Together,59481,0,1,178,3,85,71,66,58,RUS,40k-60k,45-55,461,3
74,Master,Single,91712,0,0,1276,24,746,94,29,48,RUS,80k-100k,65+,2217,2
46,Graduation,Together,80144,0,0,240,132,445,250,192,108,AUS,80k-100k,45-55,1367,2
49,PhD,Married,59973,0,0,130,30,168,20,34,0,RUS,40k-60k,45-55,382,3
47,PhD,Single,68352,0,1,614,16,132,43,33,33,CAN,60k-80k,45-55,871,3
46,Master,Single,81169,0,0,1288,20,613,80,61,27,RUS,80k-100k,45-55,2089,2
46,Graduation,Married,61456,0,1,563,76,384,84,192,89,RUS,60k-80k,45-55,1388,3
55,Basic,Together,22634,0,0,2,23,11,8,6,46,RUS,20k-40k,45-55,96,0
55,Basic,Together,22634,0,0,2,23,11,8,6,46,AUS,20k-40k,45-55,96,0
46,Graduation,Married,23957,1,0,2,1,18,20,11,16,CAN,20k-40k,45-55,68,0
48,Graduation,Married,33471,1,0,43,2,27,0,9,12,ZAF,20k-40k,45-55,93,0
71,PhD,Together,52157,0,1,189,2,29,3,2,40,RUS,40k-60k,65+,265,1
36,PhD,Single,30298,0,0,6,3,12,6,1,0,RUS,20k-40k,35-45,28,0
71,PhD,Widow,56551,1,1,67,4,32,17,2,16,ZAF,40k-60k,65+,138,3
71,PhD,Widow,56551,1,1,67,4,32,17,2,16,RUS,40k-60k,65+,138,3
64,Master,Together,65487,0,0,240,67,500,199,0,163,CAN,60k-80k,55-65,1169,3
69,Graduation,Single,44213,1,1,95,11,35,0,4,7,RUS,40k-60k,65+,152,1
47,PhD,Married,40344,0,1,210,0,6,0,0,2,RUS,40k-60k,45-55,218,1
43,Graduation,Together,57867,1,0,344,35,178,15,23,17,CAN,40k-60k,35-45,612,3
48,Graduation,Married,25410,1,0,2,2,4,13,13,4,RUS,20k-40k,45-55,38,0
51,Graduation,Married,13260,1,1,9,4,17,10,2,7,RUS,0-20k,45-55,49,0
30,Graduation,Married,42691,0,0,179,2,64,38,17,58,RUS,40k-60k,25-35,358,1
51,Master,Married,36138,1,1,130,0,16,0,0,5,DEU,20k-40k,45-55,151,1
49,Master,Married,57136,1,1,306,5,109,21,109,92,CAN,40k-60k,45-55,642,3
66,Graduation,Widow,58275,1,1,189,10,253,56,43,64,DEU,40k-60k,65+,615,3
64,PhD,Divorced,54237,0,1,267,3,30,4,0,57,ZAF,40k-60k,55-65,361,3
47,PhD,Married,34596,1,0,14,0,2,0,0,7,ZAF,20k-40k,45-55,23,1
47,PhD,Married,34596,1,0,14,0,2,0,0,7,DEU,20k-40k,45-55,23,1
60,Master,Together,74881,1,1,505,72,270,36,27,54,IND,60k-80k,55-65,964,2
60,Master,Together,74881,1,1,505,72,270,36,27,54,RUS,60k-80k,55-65,964,2
51,Graduation,Divorced,44267,1,1,183,5,65,3,5,49,RUS,40k-60k,45-55,310,1
33,Graduation,Married,68487,0,0,758,12,385,33,89,89,CAN,60k-80k,25-35,1366,3
33,Graduation,Married,68487,0,0,758,12,385,33,89,89,AUS,60k-80k,25-35,1366,3
62,Graduation,Single,80982,1,1,505,137,401,104,22,22,RUS,80k-100k,55-65,1191,2
41,Graduation,Together,69508,1,0,824,32,162,42,32,43,ZAF,60k-80k,35-45,1135,3
60,PhD,Together,63342,0,1,918,21,118,13,10,21,ZAF,60k-80k,55-65,1101,3
60,PhD,Together,63342,0,1,918,21,118,13,10,21,RUS,60k-80k,55-65,1101,3
60,Graduation,Single,82014,0,0,980,37,265,35,163,31,ZAF,80k-100k,55-65,1511,2
62,Graduation,Widow,76320,0,1,526,35,214,69,53,35,USA,60k-80k,55-65,932,2
67,Graduation,Divorced,64587,1,1,66,0,16,0,6,20,RUS,60k-80k,65+,108,3
46,Graduation,Married,74190,0,1,151,81,86,168,91,64,RUS,60k-80k,45-55,641,2
42,Master,Married,32765,1,0,13,3,17,7,3,3,RUS,20k-40k,35-45,46,0
57,2n Cycle,Single,21765,1,1,5,1,9,2,0,4,AUS,20k-40k,55-65,21,0
46,2n Cycle,Married,22212,1,0,5,9,20,6,8,21,ZAF,20k-40k,45-55,69,0
32,Graduation,Single,18358,1,0,6,8,19,16,4,4,RUS,0-20k,25-35,57,0
47,Graduation,Married,26067,1,0,22,2,18,0,2,12,CAN,20k-40k,45-55,56,0
52,Basic,Together,22390,0,0,0,1,4,15,1,5,AUS,20k-40k,45-55,26,0
43,Graduation,Together,70440,0,0,690,117,499,76,102,88,RUS,60k-80k,35-45,1572,3
43,Graduation,Single,60199,1,2,8,1,7,2,0,0,CAN,60k-80k,35-45,18,3
40,Graduation,Together,38547,1,0,6,1,10,0,1,4,CAN,20k-40k,35-45,22,1
41,Graduation,Married,19107,1,0,2,4,9,10,5,16,CAN,0-20k,35-45,46,0
36,PhD,Single,37929,0,0,202,2,46,3,2,10,RUS,20k-40k,35-45,265,1
71,Graduation,Single,16813,0,0,4,8,11,12,2,13,CAN,0-20k,65+,50,0
64,Graduation,Married,62187,0,0,792,0,275,45,45,126,RUS,60k-80k,55-65,1283,3
55,Graduation,Together,57811,0,1,545,7,114,37,21,78,RUS,40k-60k,45-55,802,3
65,Master,Together,50943,0,1,31,0,7,2,0,6,RUS,40k-60k,55-65,46,1
65,Master,Together,50943,0,1,31,0,7,2,0,6,RUS,40k-60k,55-65,46,1
46,Graduation,Single,53201,1,1,280,7,81,20,0,27,RUS,40k-60k,45-55,415,1
58,Graduation,Together,54414,1,1,109,18,16,24,26,18,ZAF,40k-60k,55-65,211,3
49,Graduation,Together,26290,1,1,15,8,16,11,5,22,CAN,20k-40k,45-55,77,0
62,Graduation,Divorced,61250,0,1,382,138,65,60,26,59,RUS,60k-80k,55-65,730,3
74,Basic,Together,28389,0,0,1,5,3,7,4,8,RUS,20k-40k,65+,28,0
56,Master,Single,55250,0,1,664,58,83,32,0,66,AUS,40k-60k,55-65,903,3
55,Graduation,Together,37758,1,1,27,2,10,0,0,1,IND,20k-40k,45-55,40,1
55,Graduation,Together,37758,1,1,27,2,10,0,0,1,RUS,20k-40k,45-55,40,1
64,PhD,Married,37633,1,1,13,4,20,0,0,1,RUS,20k-40k,55-65,38,1
58,PhD,Together,33629,1,1,132,0,16,0,0,4,RUS,20k-40k,55-65,152,0
54,PhD,Married,36947,1,1,88,3,21,4,1,29,AUS,20k-40k,45-55,146,1
69,Graduation,Divorced,69142,0,1,448,4,34,6,4,39,IND,60k-80k,65+,535,3
62,Graduation,Married,53154,0,1,129,0,21,0,1,7,USA,40k-60k,55-65,158,1
61,PhD,Married,65695,0,1,371,32,189,0,58,6,RUS,60k-80k,55-65,656,3
69,PhD,Together,69805,0,1,750,71,174,13,10,20,DEU,60k-80k,65+,1038,3
43,2n Cycle,Single,36975,1,0,10,6,11,0,4,2,RUS,20k-40k,35-45,33,1
48,Graduation,Married,26228,1,0,2,6,4,3,1,9,RUS,20k-40k,45-55,25,0
49,Master,Married,37787,1,0,40,1,40,4,3,18,IND,20k-40k,45-55,106,1
47,PhD,Married,37087,1,0,194,55,134,15,0,3,ZAF,20k-40k,45-55,401,1
69,2n Cycle,Together,57247,0,1,99,4,32,37,54,6,RUS,40k-60k,65+,232,3
67,PhD,Married,36930,0,1,223,2,31,0,2,39,RUS,20k-40k,65+,297,1
58,Master,Divorced,48721,1,1,81,18,113,47,13,21,ZAF,40k-60k,55-65,293,1
52,Master,Married,43641,1,1,57,2,51,4,2,23,RUS,40k-60k,45-55,139,1
70,Graduation,Married,75903,0,1,340,108,185,130,38,100,RUS,60k-80k,65+,901,2
65,Graduation,Married,71391,0,1,336,123,274,46,123,141,CAN,60k-80k,55-65,1043,3
45,PhD,Married,16927,1,1,20,2,23,3,1,4,ZAF,0-20k,35-45,53,0
60,Graduation,Divorced,27215,2,1,30,5,22,8,9,28,ZAF,20k-40k,55-65,102,0
45,Graduation,Married,53858,0,1,407,53,221,58,150,26,RUS,40k-60k,35-45,915,3
58,Graduation,Single,30983,0,0,51,4,50,12,1,49,IND,20k-40k,55-65,167,0
69,Graduation,Together,43462,1,1,90,17,97,15,6,15,RUS,40k-60k,65+,240,1
65,Graduation,Married,63943,0,1,423,184,368,13,97,21,IND,60k-80k,55-65,1106,3
35,Graduation,Single,26816,0,0,5,1,6,3,4,3,IND,20k-40k,25-35,22,0
45,2n Cycle,Together,75484,0,1,378,97,259,197,194,34,CAN,60k-80k,35-45,1159,2
55,Master,Together,33564,0,1,61,0,3,0,0,7,RUS,20k-40k,45-55,71,0
68,Master,Married,54348,1,1,70,0,16,0,0,4,CAN,40k-60k,65+,90,3
62,Graduation,Married,54984,0,1,173,13,131,32,3,6,RUS,40k-60k,55-65,358,3
37,Graduation,Single,34738,1,0,3,2,10,3,0,2,RUS,20k-40k,35-45,20,1
58,Graduation,Divorced,68118,0,1,595,23,123,10,23,154,USA,60k-80k,55-65,928,3
58,Graduation,Divorced,68118,0,1,595,23,123,10,23,154,RUS,60k-80k,55-65,928,3
48,Graduation,Together,22682,1,0,10,14,29,4,2,36,AUS,20k-40k,45-55,95,0
46,Graduation,Married,51948,0,1,82,33,54,71,30,41,RUS,40k-60k,45-55,311,1
52,Graduation,Married,25293,1,0,15,0,11,0,2,9,RUS,20k-40k,45-55,37,0
52,Graduation,Married,25293,1,0,15,0,11,0,2,9,AUS,20k-40k,45-55,37,0
57,PhD,Married,41551,1,1,220,0,33,3,0,23,CAN,40k-60k,55-65,279,1
59,PhD,Together,56067,0,1,517,12,54,16,6,120,ZAF,40k-60k,55-65,725,3
69,Graduation,Married,67433,0,2,615,28,259,12,48,30,RUS,60k-80k,65+,992,3
38,Graduation,Together,22010,1,0,11,2,9,3,0,8,RUS,20k-40k,35-45,33,0
69,2n Cycle,Single,64831,1,1,480,86,249,75,86,144,ZAF,60k-80k,65+,1120,3
67,Graduation,Married,62820,0,0,398,61,265,138,61,53,ZAF,60k-80k,65+,976,3
67,Graduation,Married,62820,0,0,398,61,265,138,61,53,RUS,60k-80k,65+,976,3
62,2n Cycle,Divorced,78353,0,1,752,122,476,39,153,34,CAN,60k-80k,55-65,1576,2
55,Master,Married,57183,1,1,464,5,64,7,0,70,RUS,40k-60k,45-55,610,3
56,Graduation,Single,23478,0,0,28,6,27,12,17,39,USA,20k-40k,55-65,129,0
43,Graduation,Single,30168,1,0,154,20,66,0,12,27,RUS,20k-40k,35-45,279,0
32,Graduation,Married,37155,1,0,23,0,26,7,15,3,RUS,20k-40k,25-35,74,1
36,Basic,Single,16581,0,0,1,3,4,2,3,11,RUS,0-20k,35-45,24,0
41,Graduation,Married,41850,1,1,53,5,19,2,13,4,USA,40k-60k,35-45,96,1
54,Master,Divorced,81380,0,0,741,68,689,224,68,103,CAN,80k-100k,45-55,1893,2
40,Graduation,Together,56386,1,1,230,48,214,13,32,75,ZAF,40k-60k,35-45,612,3
50,Graduation,Divorced,25818,1,0,5,2,8,2,2,9,DEU,20k-40k,45-55,28,0
37,Graduation,Together,15345,1,0,5,2,16,3,2,19,RUS,0-20k,35-45,47,0
44,Master,Together,57954,1,1,456,4,24,0,0,9,RUS,40k-60k,35-45,493,3
69,Graduation,Married,50300,0,1,143,15,60,24,23,5,RUS,40k-60k,65+,270,1
66,PhD,Married,38725,1,1,31,0,6,2,1,5,RUS,20k-40k,65+,45,1
32,2n Cycle,Together,10404,1,0,2,2,11,10,6,12,RUS,0-20k,25-35,43,0
30,Basic,Single,26868,1,0,0,0,1,8,3,2,ZAF,20k-40k,25-35,14,0
72,Graduation,Widow,72298,0,0,625,35,169,58,17,35,RUS,60k-80k,65+,939,3
63,Graduation,Married,72905,0,0,407,114,445,181,165,203,RUS,60k-80k,55-65,1515,3
45,Graduation,Single,47025,0,1,254,7,108,20,0,26,USA,40k-60k,35-45,415,1
36,Graduation,Single,29938,1,0,3,3,7,0,2,11,ZAF,20k-40k,35-45,26,0
73,PhD,Together,46681,0,2,269,15,69,15,19,38,RUS,40k-60k,65+,425,1
73,PhD,Together,46681,0,2,269,15,69,15,19,38,ZAF,40k-60k,65+,425,1
51,Master,Single,29548,1,0,7,1,6,3,1,11,RUS,20k-40k,45-55,29,0
65,Master,Married,62058,0,1,301,7,74,10,0,58,DEU,60k-80k,55-65,450,3
52,Master,Together,87900,1,1,375,42,48,94,66,96,AUS,80k-100k,45-55,721,2
